item_id,mean_rating,n_reviews,category,product_name,description,price
5781,3.5,8,Portable Audio & Video,CD Player Portable (Model 307),"CD Player Portable. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.5 out of 5 from 8 verified customer reviews.",65.61
4513,3.6666666666666665,6,Camera & Photo,DSLR Camera Kit for Beginners (Model 211),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 6 verified customer reviews.",88.93
1513,5.0,23,Camera & Photo,Ring Light for Photography (Model 747),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 5.0 out of 5 from 23 verified customer reviews.",272.39
8658,3.7142857142857144,7,Headphones,Sport Bluetooth Earphones (Model 683),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 7 verified customer reviews.",248.91
3798,4.170542635658915,129,Camera & Photo,Remote Shutter Release (Model 009),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 129 verified customer reviews.",68.52
4205,4.476190476190476,21,Camera & Photo,Ring Light for Photography (Model 507),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 21 verified customer reviews.",257.75
8064,4.25,16,Portable Audio & Video,Noise-Cancelling Travel Earphones (Model 573),"Noise-Cancelling Travel Earphones. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.2 out of 5 from 16 verified customer reviews.",193.38
3885,3.0344827586206895,29,Computers & Accessories,Portable SSD 1TB (Model 014),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.0 out of 5 from 29 verified customer reviews.",219.76
1543,4.696969696969697,165,Accessories & Supplies,Universal Power Bank 20000mAh (Model 062),Universal Power Bank 20000mAh. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.7 out of 5 from 165 verified customer reviews.,164.13
5308,4.521428571428571,140,Computers & Accessories,Laptop Sleeve 15 inch (Model 717),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 140 verified customer reviews.",173.36
6517,4.0,6,Camera & Photo,Lens Cleaning Kit (Model 286),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 6 verified customer reviews.",160.33
5695,3.9148936170212765,94,Computers & Accessories,USB 3.0 External Hard Drive (Model 715),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.9 out of 5 from 94 verified customer reviews.",193.76
6071,4.198847262247838,347,Portable Audio & Video,MP3 Player Clip-On (Model 522),"MP3 Player Clip-On. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.2 out of 5 from 347 verified customer reviews.",95.21
7200,3.63265306122449,49,Headphones,Gaming Headset with Mic (Model 605),"Gaming Headset with Mic. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.6 out of 5 from 49 verified customer reviews.",65.33
449,4.271844660194175,103,Computers & Accessories,Laptop Cooling Pad (Model 663),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 103 verified customer reviews.",129.12
8042,4.151515151515151,99,Portable Audio & Video,Car AUX Bluetooth Receiver (Model 165),"Car AUX Bluetooth Receiver. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.2 out of 5 from 99 verified customer reviews.",204.69
809,4.304347826086956,23,Camera & Photo,ND Filter Set for Lenses (Model 688),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 23 verified customer reviews.",108.93
6920,3.576388888888889,144,Headphones,Sport Bluetooth Earphones (Model 933),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.6 out of 5 from 144 verified customer reviews.",189.97
5909,4.4,10,Camera & Photo,Camera Bag Backpack (Model 045),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 10 verified customer reviews.",260.13
810,3.0,69,Camera & Photo,Lens Cleaning Kit (Model 446),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.0 out of 5 from 69 verified customer reviews.",68.31
9316,3.8260869565217392,23,Camera & Photo,Camera Bag Backpack (Model 115),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.8 out of 5 from 23 verified customer reviews.",193.55
8271,3.0,14,Wearable Technology,Heart Rate Monitor Band (Model 282),Heart Rate Monitor Band. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 3.0 out of 5 from 14 verified customer reviews.,136.53
6349,4.489051094890511,411,Headphones,Studio Monitor Headphones (Model 034),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.5 out of 5 from 411 verified customer reviews.",241.62
3297,4.064102564102564,156,Headphones,In-Ear Wired Earbuds (Model 792),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.1 out of 5 from 156 verified customer reviews.",100.51
6364,1.8333333333333333,6,Headphones,Studio Monitor Headphones (Model 414),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 1.8 out of 5 from 6 verified customer reviews.",167.56
2820,3.769230769230769,26,Headphones,Wireless Noise-Cancelling Headphones (Model 650),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.8 out of 5 from 26 verified customer reviews.",224.97
3035,4.57973174366617,671,Portable Audio & Video,Car AUX Bluetooth Receiver (Model 115),"Car AUX Bluetooth Receiver. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.6 out of 5 from 671 verified customer reviews.",257.9
3784,4.115384615384615,26,Computers & Accessories,HDMI to DisplayPort Cable (Model 406),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 26 verified customer reviews.",199.96
6417,4.2153846153846155,65,Camera & Photo,Camera Tripod Flexible (Model 563),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 65 verified customer reviews.",165.18
3703,4.26304347826087,460,Computers & Accessories,Laptop Stand Adjustable (Model 419),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 460 verified customer reviews.",189.43
2133,4.411764705882353,17,Camera & Photo,Camera Bag Backpack (Model 195),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 17 verified customer reviews.",240.61
1406,4.642857142857143,14,Computers & Accessories,Laptop Cooling Pad (Model 983),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.6 out of 5 from 14 verified customer reviews.",185.91
682,4.5,6,Camera & Photo,Mirrorless Camera Body (Model 560),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 6 verified customer reviews.",78.43
9518,3.386904761904762,168,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 570),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.4 out of 5 from 168 verified customer reviews.",237.34
5171,4.511728931364031,1151,Portable Audio & Video,MP3 Player Clip-On (Model 522),"MP3 Player Clip-On. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.5 out of 5 from 1151 verified customer reviews.",207.13
9260,3.238095238095238,42,Portable Audio & Video,Bluetooth Portable Speaker Waterproof (Model 380),"Bluetooth Portable Speaker Waterproof. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.2 out of 5 from 42 verified customer reviews.",185.49
6419,4.877551020408164,49,Headphones,Sport Bluetooth Earphones (Model 993),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.9 out of 5 from 49 verified customer reviews.",120.22
5608,3.073170731707317,41,Headphones,Studio Monitor Headphones (Model 704),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.1 out of 5 from 41 verified customer reviews.",179.58
7900,3.5625,16,Camera & Photo,Lens Cleaning Kit (Model 976),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.6 out of 5 from 16 verified customer reviews.",135.24
6201,2.3333333333333335,90,Wearable Technology,Activity Tracker Clip (Model 045),Activity Tracker Clip. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 2.3 out of 5 from 90 verified customer reviews.,166.99
2715,3.6,5,Portable Audio & Video,Pocket Projector Mini (Model 854),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.6 out of 5 from 5 verified customer reviews.",79.79
6289,3.272727272727273,66,Headphones,Wireless Noise-Cancelling Headphones (Model 680),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.3 out of 5 from 66 verified customer reviews.",182.37
9149,3.388888888888889,18,Car Electronics & GPS,Backup Camera Kit (Model 619),Backup Camera Kit. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 3.4 out of 5 from 18 verified customer reviews.,250.72
6127,4.2727272727272725,11,Computers & Accessories,Laptop Cooling Pad (Model 273),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 11 verified customer reviews.",78.49
3032,4.882352941176471,17,Car Electronics & GPS,Car GPS Navigation System (Model 664),Car GPS Navigation System. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 4.9 out of 5 from 17 verified customer reviews.,268.78
4210,4.3478260869565215,69,Camera & Photo,Lens Cleaning Kit (Model 356),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 69 verified customer reviews.",149.56
1468,4.014285714285714,70,Accessories & Supplies,AA Rechargeable Batteries 8-Pack (Model 778),AA Rechargeable Batteries 8-Pack. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.0 out of 5 from 70 verified customer reviews.,235.01
1416,4.690476190476191,84,Camera & Photo,Camera Tripod Flexible (Model 213),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 84 verified customer reviews.",227.92
4767,4.2,90,Computers & Accessories,Mechanical Gaming Keyboard (Model 661),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.2 out of 5 from 90 verified customer reviews.",178.57
4345,4.578947368421052,19,Camera & Photo,Ring Light for Photography (Model 027),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 19 verified customer reviews.",217.68
7865,3.56969696969697,165,Headphones,Wireless Noise-Cancelling Headphones (Model 690),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.6 out of 5 from 165 verified customer reviews.",229.86
8371,2.4,5,Security & Surveillance,Motion Sensor Alarm (Model 796),"Motion Sensor Alarm. Home security device with HD video, motion detection, and mobile alerts. Easy wireless installation. Rated 2.4 out of 5 from 5 verified customer reviews.",119.81
1919,2.8870967741935485,124,Portable Audio & Video,Digital Voice Recorder (Model 586),"Digital Voice Recorder. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 2.9 out of 5 from 124 verified customer reviews.",112.08
3128,4.142857142857143,7,Computers & Accessories,Laptop Stand Adjustable (Model 239),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 7 verified customer reviews.",197.32
2816,4.0,14,Computers & Accessories,Wireless Ergonomic Mouse (Model 602),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 14 verified customer reviews.",222.53
429,4.636363636363637,11,Computers & Accessories,Laptop Sleeve 15 inch (Model 697),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.6 out of 5 from 11 verified customer reviews.",223.19
7162,4.166666666666667,6,Camera & Photo,Ring Light for Photography (Model 887),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 6 verified customer reviews.",223.07
4202,3.5714285714285716,7,Portable Audio & Video,DAB Radio Bedside (Model 798),"DAB Radio Bedside. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.6 out of 5 from 7 verified customer reviews.",143.51
385,4.699029126213592,103,Computers & Accessories,Laptop Cooling Pad (Model 213),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 103 verified customer reviews.",234.96
7722,3.7,10,Portable Audio & Video,Noise-Cancelling Travel Earphones (Model 553),"Noise-Cancelling Travel Earphones. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.7 out of 5 from 10 verified customer reviews.",83.94
252,3.4698795180722892,83,Camera & Photo,Action Camera 4K Waterproof (Model 522),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.5 out of 5 from 83 verified customer reviews.",163.22
3392,4.2,30,Portable Audio & Video,Speaker Dock with Lightning (Model 999),"Speaker Dock with Lightning. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.2 out of 5 from 30 verified customer reviews.",69.12
2045,3.9585798816568047,338,Camera & Photo,DSLR Camera Kit for Beginners (Model 151),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 338 verified customer reviews.",127.67
6753,3.2,10,Headphones,Bluetooth Over-Ear Headphones (Model 651),"Bluetooth Over-Ear Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 10 verified customer reviews.",124.46
3281,4.5,10,Computers & Accessories,Portable SSD 1TB (Model 294),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 10 verified customer reviews.",149.75
3949,4.264705882352941,68,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 130),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 68 verified customer reviews.",204.59
7415,2.8181818181818183,11,Camera & Photo,Remote Shutter Release (Model 509),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.8 out of 5 from 11 verified customer reviews.",123.04
5940,4.361943555426244,3437,Portable Audio & Video,Bluetooth Portable Speaker Waterproof (Model 460),"Bluetooth Portable Speaker Waterproof. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.4 out of 5 from 3437 verified customer reviews.",157.92
6343,4.0,10,Computers & Accessories,HDMI to DisplayPort Cable (Model 106),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 10 verified customer reviews.",111.32
2945,4.301587301587301,63,Portable Audio & Video,Bluetooth Portable Speaker Waterproof (Model 680),"Bluetooth Portable Speaker Waterproof. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.3 out of 5 from 63 verified customer reviews.",142.31
1055,3.6662817551963047,866,Computers & Accessories,Laptop Cooling Pad (Model 503),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.7 out of 5 from 866 verified customer reviews.",104.31
233,2.3333333333333335,9,Camera & Photo,Mirrorless Camera Body (Model 060),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.3 out of 5 from 9 verified customer reviews.",54.27
4832,4.538461538461538,156,Computers & Accessories,Mechanical Gaming Keyboard (Model 911),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 156 verified customer reviews.",190.75
3771,4.139240506329114,79,Computers & Accessories,HDMI to DisplayPort Cable (Model 016),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 79 verified customer reviews.",197.39
4681,3.4115702479338843,605,Headphones,Studio Monitor Headphones (Model 264),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.4 out of 5 from 605 verified customer reviews.",176.97
7370,4.035123966942149,484,Computers & Accessories,Wireless Ergonomic Mouse (Model 412),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 484 verified customer reviews.",155.91
1957,3.6666666666666665,9,Camera & Photo,Camera Tripod Flexible (Model 073),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 9 verified customer reviews.",134.06
3524,3.9799764428739692,849,Headphones,Foldable Travel Headphones (Model 467),"Foldable Travel Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.0 out of 5 from 849 verified customer reviews.",233.05
811,4.728070175438597,114,Home Audio,Wireless Multiroom Speaker (Model 439),"Wireless Multiroom Speaker. High-fidelity home audio equipment for an immersive listening experience. Premium build with rich, balanced sound. Rated 4.7 out of 5 from 114 verified customer reviews.",177.14
4141,4.733333333333333,15,Camera & Photo,ND Filter Set for Lenses (Model 318),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 15 verified customer reviews.",169.44
5267,3.312720848056537,566,Computers & Accessories,HDMI to DisplayPort Cable (Model 926),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.3 out of 5 from 566 verified customer reviews.",59.69
4010,4.454545454545454,11,Camera & Photo,DSLR Camera Kit for Beginners (Model 201),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 11 verified customer reviews.",138.36
8677,2.2857142857142856,7,Security & Surveillance,NVR Recording System (Model 366),"NVR Recording System. Home security device with HD video, motion detection, and mobile alerts. Easy wireless installation. Rated 2.3 out of 5 from 7 verified customer reviews.",113.42
4050,4.895833333333333,96,Computers & Accessories,HDMI to DisplayPort Cable (Model 586),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.9 out of 5 from 96 verified customer reviews.",156.21
3043,4.162303664921466,382,Headphones,Bluetooth Over-Ear Headphones (Model 811),"Bluetooth Over-Ear Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.2 out of 5 from 382 verified customer reviews.",180.57
7273,4.142857142857143,7,Camera & Photo,Camera Bag Backpack (Model 065),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.1 out of 5 from 7 verified customer reviews.",171.2
9355,3.388888888888889,18,Portable Audio & Video,FM Radio Portable Digital (Model 271),"FM Radio Portable Digital. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.4 out of 5 from 18 verified customer reviews.",174.37
6480,4.442105263157894,190,Camera & Photo,Camera Tripod Flexible (Model 393),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 190 verified customer reviews.",220.78
7645,3.95010395010395,481,Headphones,True Wireless Earbuds (Model 816),"True Wireless Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.0 out of 5 from 481 verified customer reviews.",222.78
111,4.236617716721932,4222,Headphones,In-Ear Wired Earbuds (Model 872),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.2 out of 5 from 4222 verified customer reviews.",208.58
3990,2.591549295774648,71,Computers & Accessories,Mechanical Gaming Keyboard (Model 961),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.6 out of 5 from 71 verified customer reviews.",230.2
4192,4.3,10,Computers & Accessories,USB 3.0 External Hard Drive (Model 275),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 10 verified customer reviews.",73.06
9137,4.608695652173913,23,Camera & Photo,Camera Memory Card 128GB (Model 014),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 23 verified customer reviews.",112.31
3643,4.679245283018868,371,Computers & Accessories,Wireless Ergonomic Mouse (Model 802),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 371 verified customer reviews.",76.66
1452,4.564417177914111,163,Accessories & Supplies,Microfibre Cleaning Cloth Set (Model 067),Microfibre Cleaning Cloth Set. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.6 out of 5 from 163 verified customer reviews.,199.72
101,4.857142857142857,7,Camera & Photo,ND Filter Set for Lenses (Model 368),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.9 out of 5 from 7 verified customer reviews.",252.97
319,2.5,6,Computers & Accessories,Wireless Ergonomic Mouse (Model 632),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.5 out of 5 from 6 verified customer reviews.",89.98
4064,4.189873417721519,79,Camera & Photo,Camera Tripod Flexible (Model 993),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 79 verified customer reviews.",248.62
2272,3.4285714285714284,7,Television & Video,TV Wall Mount Bracket (Model 834),TV Wall Mount Bracket. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 3.4 out of 5 from 7 verified customer reviews.,68.18
625,3.466666666666667,45,Computers & Accessories,Laptop Stand Adjustable (Model 549),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.5 out of 5 from 45 verified customer reviews.",239.22
9545,3.0,2,Camera & Photo,Remote Shutter Release (Model 189),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.0 out of 5 from 2 verified customer reviews.",118.57
7525,4.375,8,Computers & Accessories,Wireless Ergonomic Mouse (Model 172),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 8 verified customer reviews.",90.4
4819,3.6956521739130435,92,Camera & Photo,Ring Light for Photography (Model 027),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 92 verified customer reviews.",155.18
1254,3.8224043715846996,366,Computers & Accessories,Mechanical Gaming Keyboard (Model 721),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.8 out of 5 from 366 verified customer reviews.",112.41
1195,4.6976744186046515,43,Home Audio,Wireless Multiroom Speaker (Model 855),"Wireless Multiroom Speaker. High-fidelity home audio equipment for an immersive listening experience. Premium build with rich, balanced sound. Rated 4.7 out of 5 from 43 verified customer reviews.",131.02
3413,1.880952380952381,42,Camera & Photo,DSLR Camera Kit for Beginners (Model 191),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 1.9 out of 5 from 42 verified customer reviews.",93.14
2288,3.5774436090225565,665,Computers & Accessories,HDMI to DisplayPort Cable (Model 286),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.6 out of 5 from 665 verified customer reviews.",215.25
1937,4.132352941176471,68,Camera & Photo,Lens Cleaning Kit (Model 866),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.1 out of 5 from 68 verified customer reviews.",172.12
3710,3.0,13,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 770),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.0 out of 5 from 13 verified customer reviews.",110.71
334,2.8666666666666667,15,Camera & Photo,Camera Tripod Flexible (Model 703),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.9 out of 5 from 15 verified customer reviews.",167.02
7109,4.6,5,Camera & Photo,Camera Memory Card 128GB (Model 404),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 5 verified customer reviews.",213.65
1941,4.129032258064516,155,Computers & Accessories,Wireless Ergonomic Mouse (Model 472),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 155 verified customer reviews.",120.1
8771,4.490384615384615,104,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 510),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 104 verified customer reviews.",153.0
